 0.000000000e+00  0.000000000e+00
 1.480704102e-02  1.550617396e-04
 2.960757366e-02  6.201798180e-04
 4.439508710e-02  1.395150079e-03
 5.916307900e-02  2.479628323e-03
 7.390505577e-02  3.873132981e-03
 8.861453599e-02  5.575049271e-03
 1.032850528e-01  7.584612920e-03
 1.179101555e-01  9.900929264e-03
 1.324834180e-01  1.252296765e-02
 1.469984309e-01  1.544956043e-02
 1.614488176e-01  1.867940552e-02
 1.758282282e-01  2.221106545e-02
 1.901303404e-01  2.604296773e-02
 2.043488768e-01  3.017340853e-02
 2.184775874e-01  3.460054889e-02
 2.325102692e-01  3.932241973e-02
 2.464407621e-01  4.433692075e-02
 2.602629460e-01  4.964181993e-02
 2.739707597e-01  5.523475977e-02
 2.875581844e-01  6.111325151e-02
 3.010192601e-01  6.727468169e-02
 3.143480852e-01  7.371631160e-02
 3.275388105e-01  8.043527550e-02
 3.405856593e-01  8.742858937e-02
 3.534829109e-01  9.469314357e-02
 3.662249154e-01  1.022257102e-01
 3.788060956e-01  1.100229440e-01
 3.912209389e-01  1.180813785e-01
 4.034640170e-01  1.263974375e-01
 4.155299718e-01  1.349674264e-01
 4.274135264e-01  1.437875401e-01
 4.391094897e-01  1.528538652e-01
 4.506127474e-01  1.621623745e-01
 4.619182800e-01  1.717089406e-01
 4.730211511e-01  1.814893268e-01
 4.839165155e-01  1.914991937e-01
 4.945996259e-01  2.017341053e-01
 5.050658225e-01  2.121895199e-01
 5.153105502e-01  2.228608059e-01
 5.253293487e-01  2.337432330e-01
 5.351178579e-01  2.448319776e-01
 5.446718263e-01  2.561221314e-01
 5.539870999e-01  2.676086901e-01
 5.630596378e-01  2.792865709e-01
 5.718855044e-01  2.911506040e-01
 5.804608727e-01  3.031955363e-01
 5.887820329e-01  3.154160431e-01
 5.968453822e-01  3.278067146e-01
 6.046474376e-01  3.403620744e-01
 6.121848309e-01  3.530765719e-01
 6.194543094e-01  3.659445842e-01
 6.264527449e-01  3.789604304e-01
 6.331771244e-01  3.921183567e-01
 6.396245602e-01  4.054125547e-01
 6.457922872e-01  4.188371559e-01
 6.516776620e-01  4.323862310e-01
 6.572781710e-01  4.460538072e-01
 6.625914226e-01  4.598338511e-01
 6.676151553e-01  4.737202877e-01
 6.723472356e-01  4.877069967e-01
 6.767856570e-01  5.017878092e-01
 6.809285466e-01  5.159565267e-01
 6.847741590e-01  5.302069046e-01
 6.883208818e-01  5.445326691e-01
 6.915672351e-01  5.589275161e-01
 6.945118696e-01  5.733851062e-01
 6.971535717e-01  5.878990844e-01
 6.994912596e-01  6.024630644e-01
 7.015239859e-01  6.170706430e-01
 7.032509384e-01  6.317154029e-01
 7.046714379e-01  6.463909042e-01
 7.057849416e-01  6.610907061e-01
 7.065910408e-01  6.758083508e-01
 7.070894620e-01  6.905373771e-01
 7.072800670e-01  7.052713249e-01
 7.071628525e-01  7.200037252e-01
 7.067379502e-01  7.347281218e-01
 7.060056268e-01  7.494380571e-01
 7.049662835e-01  7.641270823e-01
 7.036204558e-01  7.787887657e-01
 7.019688139e-01  7.934166800e-01
 7.000121605e-01  8.080044245e-01
 6.977514328e-01  8.225456120e-01
 6.951877003e-01  8.370338769e-01
 6.923221639e-01  8.514628858e-01
 6.891561579e-01  8.658263232e-01
 6.856911457e-01  8.801179132e-01
 6.819287219e-01  8.943314089e-01
 6.778706111e-01  9.084605966e-01
 6.735186644e-01  9.224993100e-01
 6.688748635e-01  9.364414138e-01
 6.639413146e-01  9.502808247e-01
 6.587202503e-01  9.640115032e-01
 6.532140297e-01  9.776274552e-01
 6.474251320e-01  9.911227471e-01
 6.413561630e-01  1.004491490e+00
 6.350098466e-01  1.017727859e+00
 6.283890278e-01  1.030826087e+00
 6.214966725e-01  1.043780462e+00
 6.143358593e-01  1.056585349e+00
 6.069097880e-01  1.069235168e+00
 5.992217696e-01  1.081724413e+00
 5.912752284e-01  1.094047651e+00
 5.830737035e-01  1.106199516e+00
 5.746208384e-01  1.118174728e+00
 5.659203904e-01  1.129968075e+00
 5.569762203e-01  1.141574432e+00
 5.477922936e-01  1.152988755e+00
 5.383726827e-01  1.164206082e+00
 5.287215555e-01  1.175221542e+00
 5.188431848e-01  1.186030350e+00
 5.087419387e-01  1.196627812e+00
 4.984222793e-01  1.207009329e+00
 4.878887678e-01  1.217170392e+00
 4.771460504e-01  1.227106595e+00
 4.661988681e-01  1.236813625e+00
 4.550520486e-01  1.246287272e+00
 4.437105017e-01  1.255523429e+00
 4.321792272e-01  1.264518088e+00
 4.204632988e-01  1.273267353e+00
 4.085678744e-01  1.281767431e+00
 3.964981882e-01  1.290014637e+00
 3.842595444e-01  1.298005399e+00
 3.718573273e-01  1.305736254e+00
 3.592969831e-01  1.313203856e+00
 3.465840302e-01  1.320404968e+00
 3.337240533e-01  1.327336472e+00
 3.207226936e-01  1.333995370e+00
 3.075856614e-01  1.340378775e+00
 2.943187170e-01  1.346483928e+00
 2.809276800e-01  1.352308184e+00
 2.674184252e-01  1.357849022e+00
 2.537968704e-01  1.363104047e+00
 2.400689906e-01  1.368070983e+00
 2.262407984e-01  1.372747682e+00
 2.123183523e-01  1.377132122e+00
 1.983077543e-01  1.381222403e+00
 1.842151355e-01  1.385016758e+00
 1.700466715e-01  1.388513545e+00
 1.558085634e-01  1.391711252e+00
 1.415070435e-01  1.394608496e+00
 1.271483761e-01  1.397204021e+00
 1.127388403e-01  1.399496708e+00
 9.828474641e-02  1.401485563e+00
 8.379241796e-02  1.403169725e+00
 6.926819493e-02  1.404548467e+00
 5.471843681e-02  1.405621190e+00
 4.014950416e-02  1.406387430e+00
 2.556777496e-02  1.406846855e+00
 1.097962783e-02  1.406999265e+00
-3.608557036e-03  1.406844593e+00
-1.819039244e-02  1.406382905e+00
-3.275950390e-02  1.405614399e+00
-4.730951374e-02  1.404539405e+00
-6.183405584e-02  1.403158387e+00
-7.632677761e-02  1.401471941e+00
-9.078133207e-02  1.399480793e+00
-1.051913985e-01  1.397185804e+00
-1.195506673e-01  1.394587963e+00
-1.338528525e-01  1.391688393e+00
-1.480916967e-01  1.388488344e+00
-1.622609606e-01  1.384989199e+00
-1.763544444e-01  1.381192470e+00
-1.903659738e-01  1.377099796e+00
-2.042894099e-01  1.372712946e+00
-2.181186568e-01  1.368033814e+00
-2.318476497e-01  1.363064424e+00
-2.454703757e-01  1.357806923e+00
-2.589808615e-01  1.352263584e+00
-2.723731809e-01  1.346436804e+00
-2.856414646e-01  1.340329101e+00
-2.987798870e-01  1.333943119e+00
-3.117826863e-01  1.327281619e+00
-3.246441541e-01  1.320347482e+00
-3.373586405e-01  1.313143710e+00
-3.499205655e-01  1.305673420e+00
-3.623244054e-01  1.297939846e+00
-3.745647110e-01  1.289946335e+00
-3.866361005e-01  1.281696349e+00
-3.985332608e-01  1.273193463e+00
-4.102509614e-01  1.264441356e+00
-4.217840397e-01  1.255443825e+00
-4.331274185e-01  1.246204765e+00
-4.442761000e-01  1.236728182e+00
-4.552251662e-01  1.227018187e+00
-4.659697920e-01  1.217078987e+00
-4.765052324e-01  1.206914895e+00
-4.868268369e-01  1.196530321e+00
-4.969300465e-01  1.185929769e+00
-5.068103913e-01  1.175117844e+00
-5.164635048e-01  1.164099235e+00
-5.258851112e-01  1.152878731e+00
-5.350710376e-01  1.141461204e+00
-5.440172136e-01  1.129851614e+00
-5.527196670e-01  1.118055009e+00
-5.611745374e-01  1.106076513e+00
-5.693780655e-01  1.093921337e+00
-5.773266024e-01  1.081594768e+00
-5.850166110e-01  1.069102166e+00
-5.924446611e-01  1.056448971e+00
-5.996074414e-01  1.043640688e+00
-6.065017507e-01  1.030682894e+00
-6.131245052e-01  1.017581235e+00
-6.194727407e-01  1.004341414e+00
-6.255436074e-01  9.909692069e-01
-6.313343805e-01  9.774704374e-01
-6.368424532e-01  9.638509936e-01
-6.420653417e-01  9.501168173e-01
-6.470006884e-01  9.362738967e-01
-6.516462566e-01  9.223282781e-01
-6.559999391e-01  9.082860454e-01
-6.600597537e-01  8.941533322e-01
-6.638238453e-01  8.799363140e-01
-6.672904904e-01  8.656411986e-01
-6.704580913e-01  8.512742392e-01
-6.733251837e-01  8.368417138e-01
-6.758904328e-01  8.223499352e-01
-6.781526350e-01  8.078052465e-01
-6.801107211e-01  7.932140080e-01
-6.817637523e-01  7.785826122e-01
-6.831109247e-01  7.639174631e-01
-6.841515678e-01  7.492249846e-01
-6.848851447e-01  7.345116186e-01
-6.853112541e-01  7.197838086e-01
-6.854296282e-01  7.050480169e-01
-6.852401350e-01  6.903107041e-01
-6.847427773e-01  6.755783351e-01
-6.839376929e-01  6.608573798e-01
-6.828251552e-01  6.461542950e-01
-6.814055723e-01  6.314755420e-01
-6.796794875e-01  6.168275671e-01
-6.776475792e-01  6.022168053e-01
-6.753106604e-01  5.876496834e-01
-6.726696782e-01  5.731326007e-01
-6.697257144e-01  5.586719461e-01
-6.664799839e-01  5.442740807e-01
-6.629338349e-01  5.299453385e-01
-6.590887491e-01  5.156920321e-01
-6.549463388e-01  5.015204327e-01
-6.505083494e-01  4.874367859e-01
-6.457766564e-01  4.734472970e-01
-6.407532646e-01  4.595581287e-01
-6.354403102e-01  4.457754093e-01
-6.298400550e-01  4.321052119e-01
-6.239548904e-01  4.185535693e-01
-6.177873337e-01  4.051264617e-01
