-2.500000000e-02 -1.767774112e-01
-1.250000000e-02 -1.780990807e-01
 0.000000000e+00 -1.785374820e-01
 1.250000000e-02 -1.780990807e-01
 2.500000000e-02 -1.767774112e-01
 3.501223986e-02 -1.750000000e-01
 3.750000000e-02 -1.745516375e-01
 5.000000000e-02 -1.713821405e-01
 6.250000000e-02 -1.672263478e-01
 7.387751112e-02 -1.625000000e-01
 7.500000000e-02 -1.620145675e-01
 8.750000000e-02 -1.555944711e-01
 9.671147183e-02 -1.500000000e-01
 1.000000000e-01 -1.478763930e-01
 1.125000000e-01 -1.386151462e-01
 1.138433692e-01 -1.375000000e-01
 1.250000000e-01 -1.274308173e-01
 1.274308173e-01 -1.250000000e-01
 1.375000000e-01 -1.138433692e-01
 1.386151462e-01 -1.125000000e-01
 1.478763930e-01 -1.000000000e-01
 1.500000000e-01 -9.671147183e-02
 1.555944711e-01 -8.750000000e-02
 1.620145675e-01 -7.500000000e-02
 1.625000000e-01 -7.387751112e-02
 1.672263478e-01 -6.250000000e-02
 1.713821405e-01 -5.000000000e-02
 1.745516375e-01 -3.750000000e-02
 1.750000000e-01 -3.501223986e-02
 1.767774112e-01 -2.500000000e-02
 1.780990807e-01 -1.250000000e-02
 1.785374820e-01  0.000000000e+00
 1.780990807e-01  1.250000000e-02
 1.767774112e-01  2.500000000e-02
 1.750000000e-01  3.501223986e-02
 1.745516375e-01  3.750000000e-02
 1.713821405e-01  5.000000000e-02
 1.672263478e-01  6.250000000e-02
 1.625000000e-01  7.387751112e-02
 1.620145675e-01  7.500000000e-02
 1.555944711e-01  8.750000000e-02
 1.500000000e-01  9.671147183e-02
 1.478763930e-01  1.000000000e-01
 1.386151462e-01  1.125000000e-01
 1.375000000e-01  1.138433692e-01
 1.274308173e-01  1.250000000e-01
 1.250000000e-01  1.274308173e-01
 1.138433692e-01  1.375000000e-01
 1.125000000e-01  1.386151462e-01
 1.000000000e-01  1.478763930e-01
 9.671147183e-02  1.500000000e-01
 8.750000000e-02  1.555944711e-01
 7.500000000e-02  1.620145675e-01
 7.387751112e-02  1.625000000e-01
 6.250000000e-02  1.672263478e-01
 5.000000000e-02  1.713821405e-01
 3.750000000e-02  1.745516375e-01
 3.501223986e-02  1.750000000e-01
 2.500000000e-02  1.767774112e-01
 1.250000000e-02  1.780990807e-01
 0.000000000e+00  1.785374820e-01
-1.250000000e-02  1.780990807e-01
-2.500000000e-02  1.767774112e-01
-3.501223986e-02  1.750000000e-01
-3.750000000e-02  1.745516375e-01
-5.000000000e-02  1.713821405e-01
-6.250000000e-02  1.672263478e-01
-7.387751112e-02  1.625000000e-01
-7.500000000e-02  1.620145675e-01
-8.750000000e-02  1.555944711e-01
-9.671147183e-02  1.500000000e-01
-1.000000000e-01  1.478763930e-01
-1.125000000e-01  1.386151462e-01
