-1.500000000e-02 -7.762084181e-02
-1.250000000e-02 -7.806238086e-02
-1.000000000e-02 -7.842183815e-02
-7.500000000e-03 -7.870029987e-02
-5.000000000e-03 -7.889860524e-02
-2.500000000e-03 -7.901735071e-02
 0.000000000e+00 -7.905689297e-02
 2.500000000e-03 -7.901735071e-02
 5.000000000e-03 -7.889860524e-02
 7.500000000e-03 -7.870029987e-02
 1.000000000e-02 -7.842183815e-02
 1.250000000e-02 -7.806238086e-02
 1.500000000e-02 -7.762084181e-02
 1.557836622e-02 -7.750000000e-02
 1.750000000e-02 -7.709537143e-02
 2.000000000e-02 -7.648462252e-02
 2.250000000e-02 -7.578688029e-02
 2.500000000e-02 -7.500000000e-02
 2.500000000e-02 -7.500000000e-02
 2.750000000e-02 -7.411861076e-02
 3.000000000e-02 -7.314260154e-02
 3.150374842e-02 -7.250000000e-02
 3.250000000e-02 -7.206654108e-02
 3.500000000e-02 -7.088531839e-02
 3.672801367e-02 -7.000000000e-02
 3.750000000e-02 -6.959559909e-02
 4.000000000e-02 -6.818865048e-02
 4.114147852e-02 -6.750000000e-02
 4.250000000e-02 -6.665836202e-02
 4.500000000e-02 -6.500000000e-02
 4.500000000e-02 -6.500000000e-02
 4.750000000e-02 -6.319263465e-02
 4.840304997e-02 -6.250000000e-02
 5.000000000e-02 -6.123214340e-02
 5.146963046e-02 -6.000000000e-02
 5.250000000e-02 -5.910251918e-02
 5.424984657e-02 -5.750000000e-02
 5.500000000e-02 -5.678354636e-02
 5.678354636e-02 -5.500000000e-02
 5.750000000e-02 -5.424984657e-02
 5.910251918e-02 -5.250000000e-02
 6.000000000e-02 -5.146963046e-02
 6.123214340e-02 -5.000000000e-02
 6.250000000e-02 -4.840304997e-02
 6.319263465e-02 -4.750000000e-02
 6.500000000e-02 -4.500000000e-02
 6.500000000e-02 -4.500000000e-02
 6.665836202e-02 -4.250000000e-02
 6.750000000e-02 -4.114147852e-02
 6.818865048e-02 -4.000000000e-02
 6.959559909e-02 -3.750000000e-02
 7.000000000e-02 -3.672801367e-02
 7.088531839e-02 -3.500000000e-02
 7.206654108e-02 -3.250000000e-02
 7.250000000e-02 -3.150374842e-02
 7.314260154e-02 -3.000000000e-02
 7.411861076e-02 -2.750000000e-02
 7.500000000e-02 -2.500000000e-02
 7.500000000e-02 -2.500000000e-02
 7.578688029e-02 -2.250000000e-02
 7.648462252e-02 -2.000000000e-02
 7.709537143e-02 -1.750000000e-02
 7.750000000e-02 -1.557836622e-02
 7.762084181e-02 -1.500000000e-02
 7.806238086e-02 -1.250000000e-02
 7.842183815e-02 -1.000000000e-02
 7.870029987e-02 -7.500000000e-03
 7.889860524e-02 -5.000000000e-03
 7.901735071e-02 -2.500000000e-03
 7.905689297e-02  0.000000000e+00
