# # 0th column LD, nth column infidelity for pure motion (n-1)
1.000000000000000021e-02 1.580178468176862564e-08 8.362287001330306142e-08 2.007409371837497892e-07 3.671375236289897311e-07 5.827941204690513858e-07 8.476922331573240246e-07 1.161813417458538433e-06 1.525139099508129848e-06 1.937650812275115001e-06 2.399330053643828167e-06 2.910158258081646447e-06
1.015468992433080087e-02 1.680229186307410415e-08 8.891717908883608978e-08 2.134491667110775561e-07 3.903780091633150556e-07 6.196834133380546016e-07 9.013451006669299935e-07 1.235342844709964424e-06 1.621656284901630888e-06 2.060265171344351892e-06 2.551149217314810531e-06 3.094288071751798273e-06
1.031177274593055374e-02 1.786614174667235231e-08 9.454663893080296049e-08 2.269617783502366422e-07 4.150893595769271609e-07 6.589071330254613783e-07 9.583928641201018149e-07 1.313524370603790809e-06 1.724279338167445880e-06 2.190635556373453921e-06 2.712570784572141938e-06 3.290062712761108554e-06
1.047128548050899575e-02 1.899734406603300950e-08 1.005324619391820797e-07 2.413296736602181195e-07 4.413646352566459617e-07 7.006129521231457655e-07 1.019050245071370306e-06 1.396652188588212182e-06 1.833394321277630439e-06 2.329252289244539174e-06 2.884201706043855872e-06 3.498218114975383090e-06
1.063326571637161072e-02 2.020016233476530200e-08 1.068972027035312053e-07 2.566069739013375505e-07 4.693027816784022698e-07 7.449578793699103563e-07 1.083545536397760840e-06 1.485039077496470947e-06 1.949411687106127791e-06 2.476636660426737457e-06 3.066687259249970279e-06 3.719536673015849754e-06
1.079775162327709960e-02 2.147912988220861890e-08 1.136648429424176732e-07 2.728512238059033046e-07 4.990090012244871787e-07 7.921088498402458020e-07 1.152121460698696592e-06 1.579017580150326190e-06 2.072767816954847552e-06 2.633342883451558423e-06 3.260713464802939905e-06 3.954850169370612494e-06
1.096478196143185063e-02 2.283906695355093506e-08 1.208608816400815740e-07 2.901236078534792004e-07 5.305951486209617876e-07 8.422433512359331753e-07 1.225036079742206301e-06 1.678941255466671079e-06 2.203926657119366224e-06 2.799960171128325834e-06 3.467009655178793819e-06 4.205042887580822148e-06
1.113439609062361405e-02 2.428509884439509496e-08 1.285124311408865745e-07 3.084891803760699974e-07 5.641801512711722300e-07 8.955500910428171529e-07 1.302563764111109210e-06 1.785185996138577443e-06 2.343381457612928554e-06 2.977114941579547286e-06 3.686351203758097976e-06 4.471054920446989673e-06
1.130663397949638674e-02 2.582267519988088074e-08 1.366483190817804615e-07 3.280171101967943877e-07 5.998904560520428360e-07 9.522297048936624641e-07 1.384996222638312099e-06 1.898151439953615333e-06 2.491656620755826961e-06 3.165473164904881140e-06 3.919562428401058454e-06 4.753885685051323399e-06
1.148153621496882971e-02 2.745759052950306109e-08 1.452991968759004712e-07 3.487809405881065150e-07 6.378605042898801359e-07 1.012495509537589109e-06 1.472643595823998893e-06 2.018262469520698183e-06 2.649309664941444612e-06 3.365742857077417702e-06 4.167519673635971835e-06 5.054597660777429120e-06
1.165914401179831729e-02 2.919600604597845461e-08 1.544976551198415076e-07 3.708588659890251953e-07 6.782332371523133540e-07 1.076574303852581281e-06 1.565835619958416550e-06 2.145970808534122312e-06 2.816933314294127125e-06 3.578676727843350577e-06 4.431154590546323384e-06 5.374320359764232297e-06
1.183949922229301718e-02 3.104447283758061030e-08 1.642783460834232640e-07 3.943340256305527141e-07 7.211606318858480133e-07 1.144707219901247987e-06 1.664922863926640669e-06 2.281756709178684027e-06 2.995157717406891723e-06 3.805075000307949996e-06 4.711457619200686050e-06 5.714254548067699478e-06
1.202264434617413176e-02 3.300995654904796905e-08 1.746781140993907012e-07 4.192948162648098073e-07 7.668042731992920820e-07 1.217150627984921349e-06 1.770278042978358826e-06 2.426130753875059162e-06 3.184652807055683725e-06 4.045788403583085460e-06 5.009481692306956414e-06 6.075676731796354642e-06
1.220862254059071166e-02 3.509986357405379215e-08 1.857361342422771774e-07 4.458352241400965100e-07 8.153359598494983950e-07 1.294177098219055605e-06 1.882297416731090559e-06 2.579635767440790103e-06 3.386130807827374282e-06 4.301721354590958791e-06 5.326346170089886841e-06 6.459943923764841063e-06
1.239747763028944093e-02 3.732206898453525670e-08 1.974940595695673840e-07 4.740551784396394043e-07 8.669383491655002845e-07 1.376076423548111174e-06 2.001402274024500433e-06 2.742848850549038059e-06 3.600348901578357808e-06 4.573835340326680302e-06 5.663241023215921079e-06 6.868498711824653970e-06
1.258925411794167490e-02 3.968494611976127736e-08 2.099961777965624130e-07 5.040609266010638959e-07 9.218056436759188894e-07 1.463156706113273606e-06 2.128040512357429898e-06 2.916383540259348091e-06 3.828112060606259544e-06 4.863152512336028963e-06 6.021431278158239966e-06 7.302874640556725437e-06
1.278399719463023734e-02 4.219739812943216495e-08 2.232895779771065134e-07 5.359654333813121085e-07 9.801443191146944923e-07 1.555745513154020891e-06 2.262688315345479774e-06 3.100892105109885460e-06 4.070276057686724854e-06 5.170759507373886562e-06 6.402261739832717143e-06 7.764701934556051706e-06
1.298175275049848892e-02 4.486889148244641986e-08 2.374243273466812058e-07 5.698888055516239428e-07 1.042173899835304323e-06 1.654191104659898910e-06 2.405851936851343758e-06 3.297067995479017674e-06 4.327750661190598454e-06 5.497811506633645156e-06 6.807162013068045517e-06 8.255713579726965841e-06
1.318256738556407466e-02 4.770949159363111804e-08 2.524536596961857488e-07 6.059587425113020654e-07 1.108127782307580121e-06 1.758863739565271539e-06 2.558069597566015635e-06 3.505648423778961513e-06 4.601503061801429431e-06 5.845536550971658603e-06 7.237651843902282448e-06 8.777751783531470139e-06
1.338648842069993343e-02 5.072990067437660955e-08 2.684341756240254574e-07 6.443110163656066938e-07 1.178254111017452574e-06 1.870157062980114524e-06 2.719913499349813538e-06 3.727417139053608827e-06 4.892561447491615361e-06 6.215240126922381068e-06 7.695346763874991123e-06 9.332774841938800003e-06
1.359356390878525486e-02 5.394149803755476710e-08 2.854260550336751898e-07 6.850899813800123183e-07 1.252816708859200086e-06 1.988489581795534935e-06 2.891991968400386640e-06 3.963207331723691434e-06 5.202018873275881680e-06 6.608310038252906354e-06 8.181964151863881969e-06 9.922864434936689532e-06
1.380384264602885214e-02 5.735638290107888060e-08 3.034932836325823872e-07 7.284491161887744850e-07 1.332096066948367145e-06 2.114306231896106302e-06 3.074951731210099450e-06 4.213904783016659967e-06 5.531037335293729508e-06 7.026221586949943972e-06 8.699329613680184011e-06 1.055023338204402240e-05
1.401737418346770195e-02 6.098741988038289755e-08 3.227038931967083519e-07 7.745515997929951444e-07 1.416390396212749477e-06 2.248080045457961547e-06 3.269480335439970640e-06 4.480451154517614395e-06 5.880852111039816818e-06 7.470543076882704753e-06 9.249383782486551552e-06 1.121723387756368423e-05
1.423420883864341506e-02 6.484828744262618036e-08 3.431302173268095267e-07 8.235709241750425603e-07 1.506016745522371498e-06 2.390313922397779914e-06 3.476308721067497777e-06 4.763847511185585874e-06 6.252776373921843992e-06 7.942941659824520752e-06 9.834189576647688925e-06 1.192636624601778051e-05
1.445439770745927249e-02 6.895352929542352772e-08 3.648491633164098151e-07 8.756915451604403961e-07 1.601312190092559300e-06 2.541542513108058206e-06 3.696213955100374022e-06 5.065158063293733486e-06 6.648206100182347386e-06 8.445189553664771528e-06 1.045593984187509866e-05 1.268028824268087883e-05
1.467799267622069831e-02 7.331860913813910345e-08 3.879425009561074258e-07 9.311095749397178012e-07 1.702635094535402799e-06 2.702334219544149725e-06 3.930022136061327199e-06 5.385514145137701619e-06 7.068625225699797330e-06 8.979170643553798463e-06 1.111696553976224841e-05 1.348182493555160624e-05
1.490504643386196190e-02 7.795996880766516635e-08 4.124971698535498818e-07 9.900335174222336203e-07 1.810366456109158763e-06 2.873293322911816359e-06 4.178611482724065829e-06 5.726118413308330043e-06 7.515611275960532837e-06 9.546887502046684859e-06 1.181974441478592382e-05 1.433397920494448647e-05
1.513561248436207964e-02 8.289509010033048122e-08 4.386056059368659529e-07 1.052685050517939765e-06 1.924911331492482009e-06 3.055062245093511093e-06 4.442915615573155701e-06 6.088249377360489039e-06 7.990841162392496252e-06 1.015046884383841291e-05 1.256691020915000444e-05 1.523994289950003093e-05
