# # 0th column LD, nth column infidelity for pure motion (n-1)
1.000000000000000021e-02 7.758519426543659984e-16 3.705656520819287452e-15 1.041524019428799226e-14 2.391300383281815782e-14 4.805036204137853020e-14 8.749537209562121896e-14 1.477597693593871089e-13 2.352066216587573307e-13 3.569323522729960628e-13 5.210313249803543694e-13 7.362203970982125417e-13
1.015468992433080087e-02 9.062109504839531628e-16 4.218785552036959631e-15 1.180477485155030361e-14 2.706587111556627073e-14 5.435609681809487611e-14 9.895374581963886091e-14 1.670900848665718408e-13 2.659573995901221345e-13 4.035834669108602535e-13 5.891131840860974992e-13 8.324087014714755914e-13
1.031177274593055374e-02 1.053604775281178948e-15 4.798968477885141455e-15 1.337587928593998305e-14 3.063086450254383355e-14 6.148570843778960666e-14 1.119091445009310443e-13 1.889457707020956814e-13 3.007251704430915540e-13 4.563285929715472436e-13 6.660879451137371599e-13 9.411609480647347653e-13
1.047128548050899575e-02 1.220244721747205442e-15 5.454917390739264012e-15 1.515210377054383315e-14 3.466096940525310973e-14 6.954622194261460010e-14 1.265561480563145255e-13 2.136552284200634553e-13 3.400327534533438411e-13 5.159611035987655606e-13 7.531139572724567008e-13 1.064114036566228709e-12
1.063326571637161072e-02 1.408645903375848667e-15 6.196510831051374915e-15 1.716023527688208862e-14 3.921763220132474301e-14 7.865915432052865378e-14 1.431157018251546262e-13 2.415912434461977197e-13 3.844730257469816111e-13 5.833805945541156057e-13 8.515038421583848008e-13 1.203122387049933565e-12
1.079775162327709960e-02 1.621692706824056482e-15 7.035116095688741570e-15 1.943109546194233704e-14 4.436987962503867306e-14 8.896399467198055422e-14 1.618406373721660465e-13 2.731795587810671559e-13 4.347222851621539824e-13 6.596117260058875108e-13 9.627513836890897633e-13 1.360294815379876966e-12
1.096478196143185063e-02 1.862528762180293746e-15 7.983097300255580269e-15 2.199803872505083403e-14 5.019450680471054228e-14 1.006128239828839740e-13 1.830082135752879673e-13 3.088892175395905203e-13 4.915283924784622523e-13 7.457910325441428348e-13 1.088517842262932477e-12 1.537981119548197298e-12
1.113439609062361405e-02 2.134847463046458181e-15 9.054996698248081548e-15 2.490053867828074468e-14 5.678026708799034184e-14 1.137841226365871209e-13 2.069420461955767912e-13 3.492651470263797678e-13 5.557564961924565866e-13 8.432294874139437719e-13 1.230713983839350562e-12 1.738878320433500153e-12
1.130663397949638674e-02 2.442741524808151839e-15 1.026699130173306487e-14 2.818240953007108547e-14 6.422683779061066452e-14 1.286766298989916005e-13 2.340032716994537685e-13 3.949164122918276058e-13 6.283755274429538782e-13 9.533968199768887219e-13 1.391484566965278923e-12 1.966016595161258972e-12
1.148153621496882971e-02 2.790847237536109008e-15 1.163718951287960831e-14 3.189257154272568915e-14 7.264522432413953808e-14 1.455129483638196478e-13 2.645968494293157589e-13 4.465270126283154421e-13 7.104746128275879965e-13 1.077946728178880129e-12 1.573244222391060922e-12 2.222809169187992560e-12
1.165914401179831729e-02 3.184432288081791958e-15 1.318639058590861233e-14 3.608740613694914426e-14 8.216357106392072496e-14 1.645484733082627914e-13 2.991865561169356914e-13 5.048787124638016892e-13 8.032965718716033899e-13 1.218763391409756897e-12 1.778741398775215470e-12 2.513137072862120466e-12
1.183949922229301718e-02 3.629410847215767290e-15 1.493786620268810013e-14 4.082986689183938848e-14 9.292425082253547298e-14 1.860691821136858799e-13 3.382923130713751974e-13 5.708490879822628714e-13 9.082376673340856453e-13 1.377965918457075171e-12 2.011069270761929446e-12 2.841371840018364995e-12
1.202264434617413176e-02 4.132529717576116965e-15 1.691816986274933504e-14 4.619190331649904284e-14 1.050904171502750655e-13 2.104011602795550739e-13 3.825061951247905125e-13 6.454363727121219766e-13 1.026885207181752256e-12 1.557961394029850342e-12 2.273739074905214143e-12 3.212472282433282519e-12
1.220862254059071166e-02 4.701387387205088824e-15 1.915720220437056331e-14 5.225446291825920108e-14 1.188465949461386795e-13 2.379116654612785660e-13 4.324956662481488171e-13 7.297662224168088240e-13 1.161029264879455037e-12 1.761465160178164403e-12 2.570713177477928046e-12 3.632035743351885916e-12
1.239747763028944093e-02 5.344533477363022842e-15 2.168861285963674917e-14 5.910858405806641297e-14 1.343985446437147118e-13 2.690142105296674839e-13 4.890121562951675613e-13 8.251069950573768169e-13 1.312688512598158110e-12 1.991540325577527567e-12 2.906462167274918012e-12 4.106380040960265875e-12
1.258925411794167490e-02 6.071682418299662822e-15 2.455061935376113169e-14 6.685775708834969361e-14 1.519813265794727607e-13 3.041781077042981627e-13 5.529086556143716229e-13 9.328975318860808701e-13 1.484150845578144051e-12 2.251658043248260030e-12 3.286050858845930665e-12 4.642659042653975171e-12
1.278399719463023734e-02 6.893837133692640288e-15 2.778652578283583335e-14 7.561926464168679011e-14 1.718609586987370970e-13 3.439352651995117931e-13 6.251511742857466952e-13 1.054766543314088926e-12 1.678006672280247852e-12 2.545744322448641461e-12 3.715209758466474011e-12 5.248967790750273268e-12
1.298175275049848892e-02 7.823392133514430471e-15 3.144510286455489785e-14 8.552509421573538555e-14 1.943370010455090058e-13 3.888847717194434786e-13 7.068283400710028323e-13 1.192550881282170688e-12 1.897177644993761222e-12 2.878235581702943319e-12 4.200407684285800453e-12 5.934444175403168852e-12
1.318256738556407466e-02 8.874337924920736965e-15 3.558139969131568466e-14 9.672423258201185586e-14 2.197474483902800877e-13 4.397027566903401986e-13 7.991693510486933050e-13 1.348324546798840166e-12 2.144963651530408399e-12 3.254136795780252283e-12 4.748951482935806328e-12 6.709412861919597313e-12
1.338648842069993343e-02 1.006258591029536060e-14 4.025802518275388424e-14 1.093862180019266389e-13 2.484769837220194072e-13 4.971582282222146853e-13 9.035706040496138461e-13 1.524442149073596432e-12 2.425108182597292550e-12 3.679125714650483239e-12 5.369123775242068070e-12 7.585572040361721725e-12
1.359356390878525486e-02 1.140603591502871000e-14 4.554540674743603251e-14 1.237016807293580167e-13 2.809580639548877500e-13 5.621160858792019868e-13 1.021604204250606932e-12 1.723556173967959094e-12 2.741831471737303087e-12 4.159604327697784378e-12 6.070267317561061166e-12 8.576121510739733078e-12
1.380384264602885214e-02 1.292491718969872446e-14 5.152313144437556102e-14 1.398859915545984673e-13 3.176793912410742824e-13 6.355540619359432740e-13 1.155047197870573167e-12 1.948664824084671598e-12 3.099902882250976183e-12 4.702809096754755702e-12 6.862943051747676307e-12 9.695981204754834025e-12
